SMILES,mean
Cc1c(C(NC2C(=O)N(C23)C(C(O)=O)C(C)(C)S3)=O)c(c4ccccc4)no1,1.0
C(c1ccco1)Nc2c(c3ncn2)[nH]cn3,0.0
OC1(c2cc(C(F)(F)F)c(Cl)cc2)CCN(CCCC(c3ccc(F)cc3)c4ccc(F)cc4)CC1,0.0
Oc1ccc(C2(c3ccc(O)cc3)c(c4NC2=O)cccc4)cc1,1.0
CN1CC(CN2c(c3Sc(c24)cccc4)cccc3)CC1,1.0
CCN(CC#CCOC(C(c1ccccc1)(C2CCCCC2)O)=O)CC,0.0
CCC1C(CC(C(c2c(c3ncc2)cc(OC)cc3)O)N4C1)CC4,1.0
NCC1C(O)C(O)C(N)C(OC2C(CO)OC(OC3C(OC4C(N)C(O)C(O)C(CO)O4)C(N)CC(N)C3O)C2O)O1,0.0
CCOC(C(Oc1ccc(Cl)cc1)(C)C)=O,1.0
C1N(CN2C3)CN(CN13)C2,1.0
CNC1C(O)C(C2C(NC)C1O)OC3C(C(=O)CC(C)O3)(O)O2,0.0
COc1c(OC)cc(c2c1)c(N)nc(N3CCN(C(C4OCCC4)=O)CC3)n2,0.0
CN(C1C(=O)C(=C(O)N)C(=O)C(O)(C12)C(=O)C(=C3O)C(C(O)(C)c(c34)c(Cl)ccc4O)C2)C,1.0
COC1C(C)(C)OC(Oc2c(C)c(c3cc2)OC(O)=C(NC(c4cc(CC=C(C)C)c(O)cc4)=O)C3=O)C(O)C1OC(N)=O,1.0
COc1c(OC)c(OC)cc(Cc2c(N)nc(N)nc2)c1,1.0
CC(C(N1C(C(O)=O)CCC1)=O)CS,1.0
NC(C1N(C(C(NC(C2NC(=O)CC2)=O)Cc3[nH]cnc3)=O)CCC1)=O,0.0
CC1(C(C2CC3)C(O)CC(C)(C24)C(C(CO)=O)(O)CC4)C3=CC(=O)CC1,0.0
CC(Oc1ccc(C(c2ncccc2)c3ccc(OC(C)=O)cc3)cc1)=O,0.0
Oc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1.0
CC(NCCOc1c(OCC(F)(F)F)cccc1)Cc2cc(C(N)=O)c(c3c2)N(CCCO)CC3,1.0
CN1S(=O)(=O)c(c2NC1CSCC(F)(F)F)cc(S(N)(=O)=O)c(Cl)c2,0.0
NCCCC(CC(NCC1C(=O)NC(=CNC(N)=O)C(=O)NC(C2NC(N)=NCC2)C(=O)NCC(N)C(=O)NC(CO)C(=O)N1)=O)N,0.0
CN1CCN(Cc2ccc(C(Nc3cc(Nc4nc(c5cnccc5)ccn4)c(C)cc3)=O)cc2)CC1,1.0
CN1CCC(Nc2nc(c3cn2)c(Nc4cc(Cl)c(F)cc4)ncn3)CC1,1.0
CCCCCCc1c(O)cc(O)cc1,0.0
CCC(C(OC1C(C2=CC(C)C1)C(CCC3OC(=O)CC(O)C3)C(C)C=C2)=O)C,0.0
NCC1C(O)CC(N)C(OC2C(O)C(OC3C(O)C(N)C(O)C(CO)O3)C(N)CC2N)O1,1.0
CC(NN)COc1ccccc1,1.0
OCC1C(O)C(F)C(N2C(=O)NC(=O)C(I)=C2)O1,1.0
CC(OC1C(N2CC[N+](C)(C)CC2)CC(C)(C3C1)C4C(C5C(C(OC(C)=O)C(N6CC[N+](C)(C)CC6)C5)(C)CC4)CC3)=O,0.0
CC(C1C(C)(C2CC1)CCC(C23)C(C)(C4CC3O)CCC(O)C4)CCC(O)=O,1.0
CCC#CC(C1(C(=O)N(C)C(=O)NC1=O)CC=C)C,1.0
CCC(OC1C(OC)C(OC2C(O)C(N(C)C)C(OC3OC(C)C(OC(CC)=O)C(OC(C)=O)(C)C3)C(C)O2)C(CC=O)CC(C)C(OC(C)=O)C=CC=CCC(C)OC(=O)C1)=O,0.0
CC1(C(O)CC2)C2C3C(c(c4CC3CCCCCCCCCS(CCCC(C(F)(F)F)(F)F)=O)ccc(O)c4)CC1,0.0
CC(NC(C(CCCCN)N)=O)Cc1ccccc1,0.0
NCCNC(c1ncc(Cl)cc1)=O,1.0
CSCCC(C(O)=O)N,0.0
CN1CCC(=C2c(c3C=Cc(c24)cccc4)cccc3)CC1,1.0
COc1cc(C(CNC(CN)=O)O)c(OC)cc1,0.0
CC(C(C)(C)C)N=C(Nc1ccncc1)NC#N,0.0
[Li+],0.0
COc1c(S(O)(=O)=O)cc(C(c2ccccc2)=O)c(O)c1,0.0
C[N+]1(C(C2(O)C(c(c3O4)c5ccc3O)(C4C(=O)CC2)CC1)C5)CC6CC6,0.0
CCCCCc1cc(c2c(O)c1)OC(C)(C)C(C23)CCC(C)=C3,0.0
CCC1(C(=O)NC(=O)C1)C,1.0
CN(Cc1ccccc1)CC#C,0.0
CC(NCC(c1cc(C(N)=O)c(O)cc1)O)CCc2ccccc2,1.0
CC1C(C(CCl)=O)(O)C(C)(C2C1)CC(O)C(Cl)(C23)C(C)(C(=C4)CC3)C=CC4=O,0.0
CN(C1C(=O)C(=C(O)N)C(=O)C(O)(C12)C(=O)C(C3C2)=C(O)c(c4C3)c(O)ccc4N(C)C)C,1.0
COc1c(c2ccc1)C(=O)c(c3C2=O)c(O)c(c4c3O)C(OC5OC(C)C(O)C(N)C5)CC(C(C)=O)(O)C4,0.0
ClC1C2C(C(C(Cl)(Cl)C23Cl)(Cl)C(Cl)=C3Cl)C=C1,1.0
CN(c1sc(C(NC(C(O)=O)CCC(O)=O)=O)cc1)Cc2cc(c3cc2)C(=O)N=C(C)N3,1.0
OCCN1CCN(CCCN2c(c3C=Cc(c24)cccc4)cccc3)CC1,1.0
BrCCBr,1.0
CN1C(C)=C(O)C(=O)C=C1,1.0
Clc1c(Cl)c(c2cc1)CN(C(=N3)N2)CC3=O,0.0
OC(c1cc(O)c(O)cc1)CNCCCCc2ccc(O)cc2,0.0
CNC(c1nccc(Oc2ccc(NC(Nc3cc(C(F)(F)F)c(Cl)cc3)=O)cc2)c1)=O,1.0
CC(C(=O)NC(=O)N1C2OC(CO)C(N=N#N)C2)=C1,1.0
CCOC(OC(OC(C1C(C)(C)SC2N1C(=O)C2NC(C(c3ccccc3)N)=O)=O)C)=O,0.0
NC1(CC2C3)CC(CC3C1)C2,0.0
O=C(NCc1ccccc1)CCNNC(c2ccncc2)=O,1.0
NC(N)=NN=Cc1c(Cl)cccc1Cl,1.0
O=C1NCCCCC1,1.0
CN(CCC=C1c(c2C=Cc(c13)cccc3)cccc2)C,1.0
CC(OCC(NCCCOc1cc(CN2CCCCC2)ccc1)=O)=O,1.0
Nc1c2c(n(CCOCP(O)(O)=O)cn2)ncn1,1.0
O=C1NC(=O)C(=O)C(=O)N1,0.0
CCCCCCCCC=CCCCCCCCC(O)=O,0.0
CN1CCN(CCCN2c(c3Sc(c24)cccc4)cc(C(F)(F)F)cc3)CC1,1.0
CC1(OC(=O)CC2)C2C3C(C(C)(C(=C4)CC3)C=CC4=O)CC1,0.0
NC(NC(=O)N=C1)=C1F,1.0
OC(c1ccc(N2C(=C3C(=O)C=CC=C3)NC(=C4C(=O)C=CC=C4)N2)cc1)=O,1.0
COc1c(OCC(COC(N)=O)O)cccc1,0.0
CC1(C(=O)CC2)C2C3C(C(C)(C(=C4O)CC3)CCC4=O)CC1,0.0
CN1CC2N(c(c3Cc(c24)cccc4)cccc3)CC1,1.0
CCCOc1cc(c2cc1)[nH]c(NC(OC)=O)n2,1.0
COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c3ccc(OC)cc3)cc1,0.0
CC(Cc1ccc(CC(O)=O)cc1)C,1.0
COC1(C(COC(N)=O)C2=C3C(=O)C(C)=C(N)C2=O)N3CC(C14)N4,0.0
Nc1ccc(S(NC(c2ccccc2)=O)(=O)=O)cc1,0.0
ClC1(C(C(Cl)(C2(Cl)C3=O)C45Cl)(Cl)C2(C(Cl)(C34Cl)C15Cl)Cl)Cl,1.0
CC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)OC2C(c3ccc(F)cc3)N(CC(NN(P(O)(O)=O)C4=O)=N4)CCO2,1.0
OC(c1c(O)cccc1)=O,0.0
Nc1cc(Cl)c(NC(NCC2)=N2)c(Cl)c1,0.0
Oc1c(c(C(C(O)(C2C3)CCC4=O)(C45)CCN2CC=C)c3cc1)O5,0.0
CC1(C(=O)CC2)C2C3C(C(C)(C(=C4)C(=C)C3)C=CC4=O)CC1,1.0
COc1c(c(C(C(O)(C2C3)CCC4=O)(C45)CCN2C)c3cc1)O5,0.0
Clc1c(NC(NCC2)=N2)c(Cl)ccc1,1.0
COc1c(c2cc(F)c1N3CC(C4C3)NCCC4)N(C5CC5)C=C(C(O)=O)C2=O,1.0
CNCCC(c1ccccc1)Oc2c(C)cccc2,1.0
FC(C1(C#CC2CC2)c(c3NC(=O)O1)cc(Cl)cc3)(F)F,1.0
CC(c1cc(c2cc1)N(CCCN3CCN(CCO)CC3)c(c4S2)cccc4)=O,1.0
OS(CCS)(=O)=O,0.0
NCCCCC(C(N1C(C(O)=O)CCC1)=O)NC(C(O)=O)CCc2ccccc2,1.0
CC(OC1C=C(C2CC1)CCC(C23)C4C(C(C#C)(OC(C)=O)CC4)(C)CC3)=O,1.0
CC1C(C)C(O)C(C)C=CC=CCCC=CC=CC=CC=CC(OC2C(O)C(N)C(O)C(C)O2)CC(OC3(O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)O1)C(C(O)=O)C(O)C3,0.0
OCCN1CCN(CCCN2c(c3Sc(c24)cccc4)cc(Cl)cc3)CC1,1.0
CCCC(C(O)=O)CCC,1.0
CC(N(c1c(I)c(C(NCC(CO)O)=O)c(I)c(C(NCC(CO)O)=O)c1I)CC(CN(c2c(I)c(C(NCC(CO)O)=O)c(I)c(C(NCC(CO)O)=O)c2I)C(C)=O)O)=O,0.0
CCC1(CN2CC(CC(c3c(OC)cc4c(C(C(N5CC=C6)C6(CC)C(OC(C)=O)C7(C(OC)=O)O)(C7N4C)CC5)c3)(C(OC)=O)c8c(c(c9[nH]8)cccc9)CC2)C1)O,0.0
COc1cc(OC)c(C=C2C(c3cnccc3)=NCCC2)cc1,1.0
CC(C=CC=C(C=CC(C(C)(C)CCC1)=C1C)C)=CC=CC=C(C=CC=C(C=CC(C(C)(C)CCC2)=C2C)C)C,0.0
Cc1c(CS(c2[nH]c(c3n2)cccc3)=O)nccc1OCC(F)(F)F,1.0
NCCCCC(C(NCC(N)=O)=O)NC(C1N(C(C2NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(Cc3ccccc3)NC(=O)C(Cc4ccc(O)cc4)NC(=O)C(N)CSSC2)=O)CCC1)=O,0.0
Oc1ccc(C2c(c3CCNC2)cc(O)c(O)c3Cl)cc1,1.0
COc1c(OC)cc(c2c1)c(N)nc(N3CCN(C(C4Oc(c5OC4)cccc5)=O)CC3)n2,1.0
CC(OC1C([N+]2(CCCCC2)C)CC(C)(C3C1)C4C(C5C(C(OC(C)=O)C([N+]6(CCCCC6)C)C5)(C)CC4)CC3)=O,1.0
CN1CCN(c2c(F)c(c3cc2F)N(CCF)C=C(C(O)=O)C3=O)CC1,1.0
CC(N(CCCCCNC(CCC(N(CCCCCNC(CCC(N(CCCCCN)O)=O)=O)O)=O)=O)O)=O,0.0
COCCOC(C(C(c1cc([N+]([O-])=O)ccc1)C(C(OC(C)C)=O)=C(C)N2)=C2C)=O,1.0
CCN1c(c2C(=O)C(C(O)=O)=C1)nc(N3CCNCC3)c(F)c2,1.0
Nc1cc([N+](=O)[O-])ccc1,1.0
NC(C(O)=O)Cc1ccc(N(CCCl)CCCl)cc1,1.0
NC1C(c2ccccc2)C1,0.0
CN(C=Nc1c(I)c(CCC(O)=O)c(I)cc1I)C,0.0
OC(CCCCCCNC1c(c2CCc(c13)cccc3)cccc2)=O,1.0
COCC(OC1(C(C(C)C)c(c2CC1)ccc(F)c2)CCN(CCCc3[nH]c(c4n3)cccc4)C)=O,0.0
CC1(c(c2N(CCCCS(O)(=O)=O)C1=CC=CC=CC=CC(C(C)(C)c(c34)c(c5cc3)cccc5)=[N+]4CCCCS(O)(=O)=O)c(c6cc2)cccc6)C,0.0
CC(C1C(C)(C2CC1)CCCC2=CC=C3C(=C)C(O)CC(O)C3)C=CC(C4CC4)O,0.0
CCC(NCCNC(CO)CC)CO,1.0
OC(C=CC(O)=O)=O,1.0
CCCCC1C(=O)N(c2ccccc2)N(c3ccccc3)C1=O,1.0
NC(N)=Nc1scc(CSCCC(N)=NS(N)(=O)=O)n1,0.0
OP(CN(CP(O)(O)=O)CCN(CP(O)(O)=O)CP(O)(O)=O)(O)=O,0.0
C[N+]1(CC(OC(C(c2ccccc2)(c3ccccc3)O)=O)C4CC1)CC4,0.0
COCCCCC(c1ccc(Cl)cc1)=NOCCN,1.0
CN(CC(c1ccc(Cl)cc1)=O)CCCN2c(c3CCc(c24)cccc4)cccc3,1.0
CC(C(C1NC2=C(NC(N)=NC2=O)NC1)O)O,0.0
FC(c1cc(Nc2c(C(OCCN3CCOCC3)=O)cccn2)ccc1)(F)F,0.0
Cn1c(c2nc1CCCC(O)=O)ccc(N(CCCl)CCCl)c2,0.0
Fc1ccc(C(c2ccc(F)cc2)CCCN3CCC4(C(=O)NCN4c5ccccc5)CC3)cc1,1.0
COc1ccc(C(C2(CCCCC2)O)CN(C)C)cc1,1.0
OCC(C(c1ccc([N+](=O)[O-])cc1)O)NC(C(Cl)Cl)=O,1.0
Nc1scc(C(C(NC2C(=O)N(C23)C(C(O)=O)=C(C=C)CS3)=O)=NO)n1,1.0
C(C1NCCCC1)C(C2CCCCC2)C3CCCCC3,1.0
C[N+](C1CC(OC(C(c2ccccc2)CO)=O)C3)(C3C(C14)O4)C,0.0
COc1c(O)c(OC)cc(C2c(c3C(OC4C(O)C(O)C(C5O4)OC(c6sccc6)OC5)C7C2C(=O)OC7)cc(c8c3)OCO8)c1,1.0
CC(C1(CC2C3)CC(CC3C1)C2)N,0.0
CC(CC(C(NC(C(N1C(C(NNC(N)=O)=O)CCC1)=O)CCCN=C(N)N)=O)NC(C(NC(C(NC(C(NC(C(NC(C(NC(C2NC(=O)CC2)=O)Cc3[nH]cnc3)=O)Cc4c(c5[nH]c4)cccc5)=O)CO)=O)Cc6ccc(O)cc6)=O)COC(C)(C)C)=O)C,0.0
CC(Nc1ccc(O)cc1)=O,1.0
COC(C(C(c1c([N+]([O-])=O)cccc1)C(C(OCC(C)C)=O)=C(C)N2)=C2C)=O,0.0
CCCC(COC(N)=O)(COC(N)=O)C,1.0
CCCCC(COC(CC(S(O)(=O)=O)C(OCC(CCCC)CC)=O)=O)CC,0.0
CC(Cl)Cl,1.0
CN(C1C(=O)C(C(N)=O)=C(O)C(O)(C12)C(=O)C(C3C2O)=C(O)c(c4C3=C)c(O)ccc4)C,1.0
CN1S(=O)(=O)c(c2C(NCCCCCCC(O)=O)c(c13)cccc3)cc(Cl)cc2,1.0
CCC1(C(C(OC)=O)c(c2C(OC3OC(C)C(OC4OC(C)C(OC5OC(C)C(=O)CC5)C(O)C4)C(N(C)C)C3)C1)cc(c6c2O)C(=O)c(c7C6=O)cccc7O)O,1.0
CC(CSC1N2C(=O)C1NC(C(c3ccccc3)N)=O)=C2C(O)=O,1.0
CC(Nc1c(N2CCN(C(c3[nH]c(c4c3)ccc(NS(C)(=O)=O)c4)=O)CC2)nccc1)C,1.0
OC(c1ccccc1)(C2CCCCC2)CCN3CCCCC3,0.0
COc1c(C(NCCc2ccc(S(NC(NC3CCCCC3)=O)(=O)=O)cc2)=O)cc(Cl)cc1,1.0
COC1C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)NC(=C2C(c(c(C(=O)C3(C)OC=C1)c4O3)c5c(O)c4C)=NC6(CCN(CC(C)C)CC6)N2)C5=O,1.0
CNS(CCc1cc(c2cc1)c(C3CCN(C)CC3)c[nH]2)(=O)=O,0.0
OCCN1CCN(CCCN2c(c3Sc(c24)cccc4)cc(C(F)(F)F)cc3)CC1,1.0
COc1c(O)c(c(C2[N+](C)(C)CC3)c3c1)Oc(ccc4CC5c(c6CCN5C)cc(c(OC)c6)Oc(cc7C2)c(O)cc7)cc4,0.0
CC(OC1C(C)(C2CC1[N+]3(CCCC3)CC=C)CCC(C24)C(C)(C5CC4)CC(N6CCOCC6)C(O)C5)=O,0.0
CON=C(c1nc(N)sc1)C(NC2C(=O)N(C23)C(C(O)=O)=C(C[n+]4c(c5ccc4)CCC5)CS3)=O,1.0
Clc1cc(c2cc1)C(c3ccccc3)=NCC(=O)N2CC4CC4,0.0
Cc1cc(NS(c2ccc(N)cc2)(=O)=O)no1,1.0
CC(C(=O)NC(=O)N1C2C=CC(CO)O2)=C1,1.0
NC(Nc(c1C2=O)n(COCCO)cn1)=N2,1.0
CNC(C1OC(OC2C(O)C(OC3C(O)C(NC)C(O)(C)CO3)C(N)CC2N)C(N)CC1)C,0.0
CN(CCc1c(c2[nH]c1)cc(CC3NC(=O)OC3)cc2)C,0.0
CCc1sc(c2c1)N(C)C(=O)CN=C2c3c(Cl)cccc3,1.0
COc1c(O)c(OC)cc(C2c(c3C(OC4C(O)C(O)C(C5O4)OC(C)OC5)C6C2C(=O)OC6)cc(c7c3)OCO7)c1,1.0
CC(c1ccc(CN2CCN(C(c3ccc(Cl)cc3)c4ccccc4)CC2)cc1)(C)C,0.0
Clc1c(C(n2cncc2)(c3ccccc3)c4ccccc4)cccc1,0.0
CCCCCCCC(OCC(CO)O)=O,1.0
CC(C(c1cc(Cl)ccc1)=O)NC(C)(C)C,0.0
CCOC(C(CC(N)C(NC(C)=O)C1OC(CC)CC)=C1)=O,1.0
CC(NCC(c1cc(O)c(O)cc1)O)C,0.0
COc1cc(c2cc1)ccc(C(C(O)=O)C)c2,1.0
Oc1c(C(Nc2c(Cl)cc([N+](=O)[O-])cc2)=O)cc(Cl)cc1,0.0
CCOC(C1(c2ccccc2)CCN(C)CC1)=O,0.0
CN(c1ccc(C(NC(C(O)=O)CCC(O)=O)=O)cc1)Cc2nc(c3nc2)c(N)nc(N)n3,1.0
CCc1c(c2[nH]c1C)C(=O)C(CN3CCOCC3)CC2,0.0
Cc1[nH]c2c(c(c3N(C(c4ccc(NC(c5c(c6ccccc6)cccc5)=O)cc4)=O)CC2)cccc3)n1,0.0
CC1(C2C(C3C(C(C#C)(O)CC3)(C)CC2)CC4)C4=Cc(c5C1)onc5,1.0
CC(C1C(C)(C2CC1)CCC(C23)C(C)(C4CC3O)CCC(O)C4)CCC(NCCS(O)(=O)=O)=O,1.0
CS(Nc1c(Oc2ccccc2)cc([N+](=O)[O-])cc1)(=O)=O,1.0
NC(c1ccc(OCCCCCOc2ccc(C(N)=N)cc2)cc1)=N,1.0
CCOc1c(C(NC2C(=O)N(C23)C(C(O)=O)C(C)(C)S3)=O)c(c4cc1)cccc4,1.0
Nc1ccc(S(N)(=O)=O)cc1,1.0
CCCC(OCOC(C(C(c1c(Cl)c(Cl)ccc1)C(C(OC)=O)=C(C)N2)=C2C)=O)=O,0.0
Nc1sc(c2n1)cc(OC(F)(F)F)cc2,1.0
OC(COc1c(c2ccc1)C(=O)C=C(C(O)=O)O2)COc3c(c4ccc3)C(=O)C=C(C(O)=O)O4,0.0
CN(CCCN1c(c2Sc(c13)cccc3)cc(C(F)(F)F)cc2)C,1.0
CCNC(Cc1cc(C(F)(F)F)ccc1)C,1.0
CC(Cn1c(c2nc1)c(c3nc2N)cccc3)C,1.0
OCCCl,1.0
OC(C(C(=O)C=CC1=NNc2cc(C(O)=O)c(O)cc2)=C1)=O,1.0
CCC(CN1CC2CC(c3c(OC)cc4c(C(C(N5CC=C6)C6(CC)C(OC(C)=O)C7(C(OC)=O)O)(C7N4C)CC5)c3)(C(OC)=O)c8c(c(c9[nH]8)cccc9)C1)=C2,1.0
COC(C(C(c1c([N+]([O-])=O)cccc1)C(C(OC)=O)=C(C)N2)=C2C)=O,1.0
COC(Nc1[nH]c(c2n1)cc(C(c3sccc3)=O)cc2)=O,0.0
